Date;Site;Marque;Descritpion;Prix;Ancien Prix
20/05/2023;Ocarat;Hamilton;HamiltonMontre Khaki Aviation X-Wind Automatic Chronograph H77916920;2 395,00 €;2 395,00 €
20/05/2023;Ocarat;Victorinox;VictorinoxMontre Airboss Mechanical 241887;895,00 €;895,00 €
20/05/2023;Ocarat;Victorinox;VictorinoxMontre Airboss Mechanical 241888;995,00 €;995,00 €
20/05/2023;Ocarat;Cuervo y Sobrinos;"Cuervo y SobrinosMontre Robusto Churchill ""Sir Winston"" 2810.1SW";4 000,00 €;4 000,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Classics Worldtimer FC-718NWM4H6;3 895,00 €;3 895,00 €
20/05/2023;Ocarat;Oris;OrisMontre ProPilot X Calibre 400 01 400 7778 7153-07 7 20 01TLC;4 200,00 €;4 200,00 €
20/05/2023;Ocarat;Oris;OrisMontre ProPilot X Calibre 400 01 400 7778 7155-07 7 20 01TLC;4 200,00 €;4 200,00 €
20/05/2023;Ocarat;Oris;OrisMontre ProPilot X Calibre 400 01 400 7778 7158-07 7 20 01TLC;4 200,00 €;4 200,00 €
20/05/2023;Ocarat;Lip;LipMontre Rallye Chrono 671810;299,00 €;299,00 €
20/05/2023;Ocarat;Tissot;TissotMontre PRS 516 Automatic Chronograph Noir T1316271604200;2 095,00 €;2 095,00 €
20/05/2023;Ocarat;Botta Design;Botta DesignNova Plus Alpin Auto Stainless Steel;1 010,00 €;1 010,00 €
20/05/2023;Ocarat;Schaumburg Watch;Schaumburg WatchUrbanic 1;1 275,00 €;1 275,00 €
20/05/2023;Ocarat;Fob Paris;Fob ParisClassic Leather R100 Sisyphos;1 200,00 €;1 200,00 €
20/05/2023;Ocarat;Mido;MidoMultifort Gent M032.607.36.050.00;534,00 €;890,00 €
20/05/2023;Ocarat;Mido;MidoMultifort Gent M032.607.36.090.00;534,00 €;890,00 €
20/05/2023;Ocarat;Mido;MidoMultifort Gent M032.607.36.050.09;534,00 €;890,00 €
20/05/2023;Ocarat;Ralf Tech;Ralf TechWRX Automatic « California Black » / WRX 2205;3 500,00 €;3 500,00 €
20/05/2023;Ocarat;Ralf Tech;Ralf TechWRX Automatic 1963 « Night » / WRX 2202;3 500,00 €;3 500,00 €
20/05/2023;Ocarat;Ralf Tech;Ralf TechWRX « Millenium Out of Range Lefty » / WRX 4002;no price;no price
20/05/2023;Ocarat;Ralf Tech;"Ralf TechWRV Black ""Tachymètre"" Panda Inversé / WRV 3003";3 800,00 €;3 800,00 €
20/05/2023;Ocarat;Venezianico;VenezianicoNEREIDE ULTRALEGGERO 42 - 3921502;625,00 €;625,00 €
20/05/2023;Ocarat;Davosa;DavosaTernos Diver Professional Blue 161.559.40;998,00 €;998,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Kalender 27/4906.01;no price;no price
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Kalender 27/4906.00;no price;no price
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Kalender 27/4906.02;no price;no price
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Kalender 27/4906.03;no price;no price
20/05/2023;Ocarat;Le Jour;Le JourMontre Rally Monte-Carlo LJ-RMC-001;1 580,00 €;1 580,00 €
20/05/2023;Ocarat;Le Jour;Le JourMontre Rally Monte-Carlo LJ-RMC-002;1 580,00 €;1 580,00 €
20/05/2023;Ocarat;Le Jour;Le JourMontre Rally Monte-Carlo LJ-RMC-003;1 580,00 €;1 580,00 €
20/05/2023;Ocarat;Le Jour;Le JourMontre Rally Monte-Carlo LJ-RMC-004;1 580,00 €;1 580,00 €
20/05/2023;Ocarat;Le Jour;Le JourMontre Rally Monte-Carlo LJ-RMC-005;1 580,00 €;1 580,00 €
20/05/2023;Ocarat;Thomas Earnshaw;Thomas EarnshawCoffret Montre Prevost Noir ES-8210-11;300,00 €;500,00 €
20/05/2023;Ocarat;Cuervo y Sobrinos;Cuervo y SobrinosMontre Prominente Clasico 1015.1RA;2 900,00 €;2 900,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM Sport Monza Automatic Carbon Blue;1 800,00 €;1 800,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM Sport Monza Automatic Carbon Orange;1 800,00 €;1 800,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM Sport Monza Automatic Carbon Vert;1 800,00 €;1 800,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM Sport Monza Automatic Carbon Jaune;1 800,00 €;1 800,00 €
20/05/2023;Ocarat;Davosa;DavosaMontre Newton Pilot Moonphase Chrono 161 586 45;2 398,00 €;2 398,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM BLACK 03-GY536;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM KHAKI 04-GN136;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM RED 01-BK186;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM GOLD 11-WHCG5;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM ROSE GOLD 02-BLCG6;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Ladies Automatic Sparkling FC-303LBSD2NHD6B;3 595,00 €;3 595,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Ladies Automatic Sparkling FC-303NSD2NHD6B;3 595,00 €;3 595,00 €
20/05/2023;Ocarat;Edox;EdoxMontre Skydiver Neptunian 80120-3NM-ODN;1 250,00 €;1 250,00 €
20/05/2023;Ocarat;Edox;EdoxMontre Skydiver Neptunian 80120-3NM-VDN;1 250,00 €;1 250,00 €
20/05/2023;Ocarat;Undone;UndoneMontre Terra Daybreak TRA-DBK-SST;383,00 €;383,00 €
20/05/2023;Ocarat;Undone;UndoneMontre Terra Daybreak Suede TRA-DBK-SUD;383,00 €;383,00 €
20/05/2023;Ocarat;Matwatches;MatwatchesMontre AG7 XL C3 Sauveteurs en Mer - Black Edition;1 850,00 €;1 850,00 €
20/05/2023;Ocarat;Matwatches;MatwatchesMontre Naval Aviator AG7 XL LT1;2 450,00 €;2 450,00 €
20/05/2023;Ocarat;U-Boat;U-BoatMontre Classico U-47 AS 2 8106;1 950,00 €;1 950,00 €
20/05/2023;Ocarat;Herbelin;HerbelinMontre Newport Diver Automatic 1774/AN14CA;1 349,00 €;1 349,00 €
20/05/2023;Ocarat;Thomas Earnshaw;Thomas EarnshawMontre Admiral Jervis ES-8134-11;318,00 €;530,00 €
20/05/2023;Ocarat;Cuervo y Sobrinos;Cuervo y SobrinosMontre Historiador Landeron 3146.1N;no price;no price
20/05/2023;Ocarat;Cuervo y Sobrinos;Cuervo y SobrinosMontre Historiador Landeron 3146.1W;no price;no price
20/05/2023;Ocarat;Cuervo y Sobrinos;Cuervo y SobrinosMontre Robusto Churchill “Yalta Edition” 2810.1Y;3 500,00 €;3 500,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Auto FC-303VD2NH5B;2 150,00 €;2 150,00 €
20/05/2023;Ocarat;Alpina;AlpinaMontre Alpiner Extreme Automatic AL-525N4AE6;1 595,00 €;1 595,00 €
20/05/2023;Ocarat;Thomas Earnshaw;Thomas EarnshawCoffret Montre Prevost Bleu ES-8210-33;300,00 €;500,00 €
20/05/2023;Ocarat;Cuervo y Sobrinos;Cuervo y SobrinosMontre Buceador Caribe Bleue/Rouge 2860.1BL;3 000,00 €;3 000,00 €
20/05/2023;Ocarat;Perrelet;PerreletMontre Turbine Specialities a1093/2a;6 280,00 €;6 280,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty-Five 01 733 7707 4357-07 5 20 45;2 100,00 €;2 100,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown ProPilot Big Day Date 01 01 752 7698 4164-07 5 22 15F;1 680,00 €;1 680,00 €
20/05/2023;Ocarat;Fob Paris;Fob ParisMontre Rehab 413 Old Silver solid gun;1 040,00 €;1 040,00 €
20/05/2023;Ocarat;Oris;OrisMontre BC4 Flight Timer 01 690 7615 4154-Set LS;2 130,00 €;3 550,00 €
20/05/2023;Ocarat;Oris;OrisMontre AquisPro Date 01 400 7767 7754-07 426 64BTEB;3 290,00 €;4 700,00 €
20/05/2023;Ocarat;Spinnaker;SpinnakerMontre Fleuss Vintage Automatic SP-5116-22;300,00 €;375,00 €
20/05/2023;Ocarat;Spinnaker;SpinnakerMontre Fleuss White Pearl Limited Edition SP-5108-33;316,00 €;395,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Chronoscope 27/4526.01;1 840,00 €;1 840,00 €
20/05/2023;Ocarat;Echo/Neutra;Echo/NeutraMontre Cristallo Professional Diver Bleue;1 090,00 €;1 090,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre 1972 Competition FIS Edition Lemon - 27/4305.00;2 540,00 €;2 540,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown ProPilot Big Day Date 01 752 7760 4164-07 5 22 07LC;2 000,00 €;2 000,00 €
20/05/2023;Ocarat;Davosa;DavosaMontre Ternos Professional Mountain Lake - 161.559.75;998,00 €;998,00 €
20/05/2023;Ocarat;Mido;MidoMontre Ocean Star Captain Decompression WorldTimer M0268291704100;1 360,00 €;1 360,00 €
20/05/2023;Ocarat;Mido;MidoMontre Ocean Star Captain Decompression WorldTimer M0268291705100;1 360,00 €;1 360,00 €
20/05/2023;Ocarat;Perrelet;PerreletMontre Turbine Carbon Forest Green A4065/4;4 750,00 €;4 750,00 €
20/05/2023;Ocarat;Perrelet;PerreletMontre Turbine Erotic A4062/S2;4 550,00 €;4 550,00 €
20/05/2023;Ocarat;H992;H992Montre H1 Black + Silver Bracelet Caoutchouc;1 092,00 €;1 092,00 €
20/05/2023;Ocarat;Yema;YemaMontre Navygraf Chrono YNAV22CH.FR;1 849,00 €;1 849,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Chemin des Tourelles Powermatic 80 T139.207.16.111.00;875,00 €;875,00 €
20/05/2023;Ocarat;Alpina;AlpinaMontre Alpiner Extreme Automatic AL-525G4AE6B;1 995,00 €;1 995,00 €
20/05/2023;Ocarat;Alpina;AlpinaMontre Alpiner Extreme Regulator Automatic AL-650NDG4AE6B;2 450,00 €;2 450,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Worldtimer Manufacture FC-718C4NH6;4 295,00 €;4 295,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Ladies Automatic FC-303MPW2NH6B;1 695,00 €;1 695,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Ladies Automatic Heart Beat FC-310MPWD2NH4B;2 750,00 €;2 750,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Highlife Ladies Automatic Heart Beat FC-310MPGRD2NH4B;2 750,00 €;2 750,00 €
20/05/2023;Ocarat;Yema;YemaMontre Rallye 5 Turbo YRAL23-AU32S;2 190,00 €;2 190,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Chronoscope 27/4224.02;2 140,00 €;2 140,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister S Chronoscope 27/4227;2 340,00 €;2 340,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister S Chronoscope 27/4228;2 440,00 €;2 440,00 €
20/05/2023;Ocarat;Baume et Mercier;Baume et MercierMontre Riviera 10716;4 150,00 €;4 150,00 €
20/05/2023;Ocarat;Seiko;SeikoMontre Prospex King Turtle SRPK01K1;660,00 €;660,00 €
20/05/2023;Ocarat;Seiko;SeikoMontre Prospex King Samouraï SRPJ93K1;640,00 €;640,00 €
20/05/2023;Ocarat;Yema;YemaMontre Superman 500 GMT YGMT23A;1 259,00 €;1 259,00 €
20/05/2023;Ocarat;Yema;YemaMontre Superman 500 GMT YGMT23B;1 259,00 €;1 259,00 €
20/05/2023;Ocarat;Yema;YemaMontre Superman 500 GMT YGMT23C;1 259,00 €;1 259,00 €
20/05/2023;Ocarat;Seiko;SeikoMontre Prospex 1968 Diver's Modern Re-interpretation GMT SPB383J1;1 700,00 €;1 700,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Mechanical Contemporary RE-AV0B08L;779,00 €;779,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Mechanical Contemporary RE-AV0B09N;779,00 €;779,00 €
20/05/2023;Ocarat;Hamilton;HamiltonMontre Jazzmaster Performer Auto Chrono H36616640;2 395,00 €;2 395,00 €
20/05/2023;Ocarat;Hamilton;HamiltonMontre Jazzmaster Performer Auto Chrono H36606130;2 475,00 €;2 475,00 €
20/05/2023;Ocarat;Hamilton;HamiltonMontre Jazzmaster Performer Auto Chrono H36606730;2 395,00 €;2 395,00 €
20/05/2023;Ocarat;Hamilton;HamiltonMontre Jazzmaster Performer Auto Chrono H36626710;2 545,00 €;2 545,00 €
20/05/2023;Ocarat;Hamilton;HamiltonMontre Khaki Aviation Converter Auto Chrono H76746540;2 245,00 €;2 245,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Mudmaster Carbone GG-B100Y-1AER;399,00 €;399,00 €
20/05/2023;Ocarat;Festina;FestinaMontre Swiss Made Chronographe Bleu F20150/5;1 200,00 €;1 200,00 €
20/05/2023;Ocarat;Festina;FestinaMontre Swiss Made Chronographe Noir F20150/6;1 200,00 €;1 200,00 €
20/05/2023;Ocarat;Squale;SqualeMontre 2002 Black Round Dots 2002.SS.BK.BK.HT;1 690,00 €;1 690,00 €
20/05/2023;Ocarat;Yema;YemaMontre Superman Heritage Special Edition YSUP2018ALT;1 129,00 €;1 129,00 €
20/05/2023;Ocarat;Circula Watches;Circula WatchesMontre ProTrail Sand;899,00 €;899,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty-Five 01 733 7707 4055-07 4 20 18;2 150,00 €;2 150,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre 1972 Competition 27/4203.00;2 440,00 €;2 440,00 €
20/05/2023;Ocarat;D1 Milano;D1 MilanoMontre Retro Green D1-ATBJ13;545,00 €;545,00 €
20/05/2023;Ocarat;D1 Milano;D1 MilanoMontre Retro Blue D1-ATBJ14;545,00 €;545,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Baby G-Shock BA-110X-1AER;119,00 €;119,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Baby G-Shock BA-110X-7A1ER;119,00 €;119,00 €
20/05/2023;Ocarat;Oris;OrisMontre ProPilot Coulson Limited Edition 01 400 7784 8786-Set;4 500,00 €;4 500,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Classics FC-301SWR3B6;1 695,00 €;1 695,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre 40th Anniversary Remaster Black GA-114RE-1AER;169,00 €;169,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Capsule Clear Gold GMA-S110SG-7AER;159,00 €;159,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Capsule Clear Gold GMA-S120SG-7AER;159,00 €;159,00 €
20/05/2023;Ocarat;Ralf Tech;Ralf TechMontre WRB Original Métal WRB 1206;1 800,00 €;1 800,00 €
20/05/2023;Ocarat;H992;H992Montre H2 Mother of Pearl + Silver Bracelet Acier;1 092,00 €;1 092,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date Calibre 400 01 400 7763 4157-07 4 24 74EB;3 400,00 €;3 400,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date Calibre 400 01 400 7763 4157-07 8 24 09PEB;3 500,00 €;3 500,00 €
20/05/2023;Ocarat;Herbelin;HerbelinMontre Cap Camarat Chronographe Automatic 245A42CA;2 599,00 €;2 599,00 €
20/05/2023;Ocarat;Oris;OrisMontre d'exposition Aquis Date 01 400 7769 4154-07 8 22 09PEB;2 275,00 €;3 500,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Frogman 30TH Anniversary GW-8230NT-4ER;569,00 €;569,00 €
20/05/2023;Ocarat;Spinnaker;SpinnakerMontre Bradner Acier Bleu SP-5062-22;296,00 €;370,00 €
20/05/2023;Ocarat;Alpina;AlpinaMontre Alpiner Extreme Automatic AL-525TB4AE6B;1 995,00 €;1 995,00 €
20/05/2023;Ocarat;Spinnaker;SpinnakerMontre Fleuss Vintage Automatic SP-5116-11;300,00 €;375,00 €
20/05/2023;Ocarat;Ralf Tech;Ralf TechMontre WRV Automatic 1977 « Eclipse » / WRV 2010;2 700,00 €;2 700,00 €
20/05/2023;Ocarat;Tissot;TissotMontre T-Race Chronograph T115.427.27.061.00;1 395,00 €;1 395,00 €
20/05/2023;Ocarat;Tissot;TissotMontre T-Race Automatic Chronograph T115.427.27.041.00;1 395,00 €;1 395,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown Pointer Date 01 754 7741 4068-07 8 20 22;2 150,00 €;2 150,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown Pointer Date 01 754 7749 4365-07 5 17 66;2 100,00 €;2 100,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis GMT Date 01 798 7754 4135-07 4 24 65EB;2 700,00 €;2 700,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7732 4157-07 8 21 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty Five 01 733 7707 4055-07 5 20 45;2 150,00 €;2 150,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty-Five 01 733 7707 4357-07 8 20 18;2 450,00 €;2 450,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Heritage 1973 T124.427.16.031.01;2 445,00 €;2 445,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Heritage 1973 T1244271604100;2 445,00 €;2 445,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Heritage 1973 T1244271605100;2 445,00 €;2 445,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Mechanical Contemporary Metal Strap RE-AV0003L;629,00 €;629,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty-Five 01 733 7707 4055-07 8 20 18;2 350,00 €;2 350,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Classic Power Reserve Automatic Open Heart RE-AT0001L00B;549,00 €;549,00 €
20/05/2023;Ocarat;Sinn;SinnMontre Sinn 206 St Ar;3 480,00 €;3 480,00 €
20/05/2023;Ocarat;Mühle Glashütte;Mühle GlashütteMontre Teutonia Sport I Clous de Paris M1-29-65-LB;3 450,00 €;3 450,00 €
20/05/2023;Ocarat;Frédérique Constant;Frédérique ConstantMontre Flyback Chronograph Manufacture FC-760NS4H6;2 337,00 €;3 895,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7732 4155-07 8 21 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 41,5mm 01 733 7766 4135-07 8 22 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 41,5mm 01 733 7766 4135-07 4 22 64FC;2 100,00 €;2 100,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre bracelet transparent GMA-S110SR-7AER Série Spéciale;149,00 €;149,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown Pointer Date 01 754 7741 4064-07 5 20 64;1 950,00 €;1 950,00 €
20/05/2023;Ocarat;Dodane 1857;Dodane 1857Montre Type 21 Héritage 2 Compteurs;3 900,00 €;3 900,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7730 4134-07 8 24 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Maurice Lacroix;Maurice LacroixMontre AIKON Chronograph AI6038-SS001-131-1;3 150,00 €;3 150,00 €
20/05/2023;Ocarat;Spinnaker;SpinnakerMontre Bradner Acier Noir SP-5062-11;296,00 €;370,00 €
20/05/2023;Ocarat;Mido;MidoMontre Mido Ocean Star Tribute Special Edition M026.830.11.041.00;1 090,00 €;1 090,00 €
20/05/2023;Ocarat;Mido;MidoMontre Mido Ocean Star Tribute Special Edition M026.830.11.051.00;1 090,00 €;1 090,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Mechanical Contemporary Leather Strap RE-AV0005L00B;599,00 €;599,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Classic Semi Skeleteon RE-AV0002S00B;684,60 €;684,60 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Shelter Harrisson;1 345,00 €;1 345,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Shelter Acier;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Shelter Alligator;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Grall;1 345,00 €;1 345,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Grall Alligator;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Grall Acier;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Navy Harrisson;1 345,00 €;1 345,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Navy Alligator;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;March LAB;March LABMontre Agenda Supra Automatic Navy Acier;1 545,00 €;1 545,00 €
20/05/2023;Ocarat;Seiko 5 Sports;Seiko 5 SportsMontre Sports Seiko 5 SRPD55K1;295,00 €;295,00 €
20/05/2023;Ocarat;Seiko 5 Sports;Seiko 5 SportsMontre Sports Seiko 5 SRPD57K1;295,00 €;295,00 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre Mudmaster GG-B100-1A3ER;399,00 €;399,00 €
20/05/2023;Ocarat;Oris;OrisMontre Artelier Complication 01 781 7729 4051-07 5 21 66FC;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty Five 01 733 7707 4355-07 8 20 17;2 500,00 €;2 500,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown Pointer Date 01 754 7741 4068-07 5 20 50;1 950,00 €;1 950,00 €
20/05/2023;Ocarat;Garmin;GarminMontre Vívoactive 4 Silver/Shadow Grey 010-02174-02;199,99 €;299,99 €
20/05/2023;Ocarat;Garmin;GarminMontre Vívoactive 4 Gray/Black 010-02174-12;199,99 €;329,99 €
20/05/2023;Ocarat;Garmin;GarminMontre Vivoactive 4S Gray /Black 010-02172-12;199,79 €;269,99 €
20/05/2023;Ocarat;Garmin;GarminMontre Vivoactive 4S Light Gold 010-02172-32;199,79 €;269,99 €
20/05/2023;Ocarat;Casio G-Shock;Casio G-ShockMontre G-Shock GMA-S140-4AER;no price;no price
20/05/2023;Ocarat;Seiko 5 Sports;Seiko 5 SportsMontre Suits Seiko 5 Sports SRPD73K1;370,00 €;370,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Tradition Automatic Open Heart T0639071605800;775,00 €;775,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Tradition Automatic Open Heart T0639073603800;845,00 €;845,00 €
20/05/2023;Ocarat;Pequignet;PequignetMontre Rue Royale GMT Manufacture 9010933/CG;8 800,00 €;8 800,00 €
20/05/2023;Ocarat;Pequignet;PequignetMontre Rue Royale GMT Manufacture 9010943/CN;8 800,00 €;8 800,00 €
20/05/2023;Ocarat;Pequignet;PequignetMontre Rue Royale GMT Manufacture 9010973/CB;8 800,00 €;8 800,00 €
20/05/2023;Ocarat;Sinn;SinnMontre Homme Bracelet Cuir 104 St Sa I A;1 320,00 €;1 320,00 €
20/05/2023;Ocarat;Sinn;SinnMontre Homme Bracelet H-Link 104 St Sa I A;1 530,00 €;1 530,00 €
20/05/2023;Ocarat;Mido;MidoMontre Ocean Star Diver 600 M026.608.11.041.01;1 590,00 €;1 590,00 €
20/05/2023;Ocarat;Orient Star;Orient StarMontre Mechanical Classic, Crocodile Leather RE-DX0001S;1 950,00 €;1 950,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date Relief 01 733 7730 4153-07 8 24 05PEB;2 250,00 €;2 250,00 €
20/05/2023;Ocarat;Tissot;TissotMontre Ballade Powermatic 80 COSC T108.408.22.037.01;1 275,00 €;1 275,00 €
20/05/2023;Ocarat;Junghans;JunghansMontre Meister Driver Chronoscope 27/3684.00;1 990,00 €;1 990,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM ORANGE GT 05-OR5555;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM YELLOW 06-YL654;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM RED GT 07-RD7685;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM GREY 09-GYWH;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mazzucato World;Mazzucato WorldMontre RIM WHITE 13-WHCG10;1 400,00 €;1 400,00 €
20/05/2023;Ocarat;Mido;MidoMontre Ocean Star Diver 600 M026.608.37.051.00;1 590,00 €;1 590,00 €
20/05/2023;Ocarat;Oris;OrisMontre Big Crown Pointer Date 01 754 7741 4065-07 5 20 63;1 950,00 €;1 950,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7732 4134-07 8 21 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7732 4135-07 8 21 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7730 4157 07 8 24 05PEB;2 300,00 €;2 300,00 €
20/05/2023;Ocarat;Baume et Mercier;Baume et MercierMontre Clifton Automatic Small Complications Open Balance & Power Reserve 10448;3 950,00 €;3 950,00 €
20/05/2023;Ocarat;Baume et Mercier;Baume et MercierMontre Clifton Automatic Small Complications Retrograde date, day & Power Reserve 10449;4 450,00 €;4 450,00 €
20/05/2023;Ocarat;Baume et Mercier;Baume et MercierMontre Clifton Automatic Small Complications Complete Calendar 10450;4 450,00 €;4 450,00 €
20/05/2023;Ocarat;Oris;OrisMontre Divers Sixty Five 01 733 7707 4354-07 5 20 55;2 250,00 €;2 250,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Date 01 733 7730 4135-07 4 24 64EB;2 100,00 €;2 100,00 €
20/05/2023;Ocarat;Oris;OrisMontre Aquis Hangang 01 743 7734 4187-Set;2 500,00 €;2 500,00 €
20/05/2023;Ocarat;Vulcain;VulcainMontre Homme 50's Presidents Tradition Cricket 400150G25.BAL100;5 500,00 €;5 500,00 €
20/05/2023;Ocarat;Vulcain;VulcainMontre Homme 50's Presidents Tradition Cricket 400150G85.BAL100;5 500,00 €;5 500,00 €
20/05/2023;Ocarat;Matwatches;MatwatchesMontre Urban Club B AG7 XL A7;1 550,00 €;1 550,00 €
20/05/2023;Ocarat;Matwatches;MatwatchesMontre Urban Club A AG7 XL A9;1 550,00 €;1 550,00 €
20/05/2023;Ocarat;Vulcain;VulcainMontre homme 50's Presidents Chronograh 570157A25.BAL107;5 350,00 €;5 350,00 €
